Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
98,Victor Anichebe,ng NGA,"FW,MF",Sunderland,eng Premier League,28,1988,18,14,1219,13.5,3,0,3,3,0,0,2,0,0.22,0.00,0.22,0.22,0.22,Matches,2016-2017,,,,,,,,,,,,
99,Cristian Ansaldi,ar ARG,DF,Inter,it Serie A,29,1986,21,17,1500,16.7,0,1,1,0,0,0,9,2,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
100,Luca Antei,it ITA,DF,Sassuolo,it Serie A,24,1992,15,11,1114,12.4,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,2016-2017,,,,,,,,,,,,
101,Luca Antonelli,it ITA,DF,Milan,it Serie A,29,1987,7,3,309,3.4,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches,2016-2017,,,,,,,,,,,,
102,Michail Antonio,jm JAM,"MF,FW",West Ham,eng Premier League,26,1990,29,29,2434,27.0,9,3,12,9,0,0,5,2,0.33,0.11,0.44,0.33,0.44,Matches,2016-2017,,,,,,,,,,,,
103,José Antonio Reyes,es ESP,"MF,FW",Espanyol,es La Liga,32,1983,21,10,869,9.7,3,4,7,2,1,1,1,0,0.31,0.41,0.72,0.21,0.62,Matches,2016-2017,,,,,,,,,,,,
104,Ikechi Anya,sct SCO,"FW,MF",Watford,eng Premier League,28,1988,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
105,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,30,1986,22,21,1836,20.4,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,2016-2017,,,,,,,,,,,,
106,Dennis Aogo,de GER,"MF,DF",Schalke 04,de Bundesliga,29,1987,7,3,290,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
107,Houssem Aouar,fr FRA,FW,Lyon,fr Ligue 1,18,1998,3,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
108,Carlos Apna Embaló,gw GNB,"FW,MF",Palermo,it Serie A,21,1994,12,8,621,6.9,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,2016-2017,,,,,,,,,,,,
109,Alberto Aquilani,it ITA,"MF,FW",Pescara,it Serie A,32,1984,9,6,551,6.1,1,1,2,1,0,0,2,2,0.16,0.16,0.33,0.16,0.33,Matches,2016-2017,,,,,,,,,,,,
110,Alberto Aquilani,it ITA,MF,Sassuolo,it Serie A,32,1984,16,14,1237,13.7,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2016-2017,,,,,,,,,,,,
111,Mauro Arambarri,uy URU,MF,Bordeaux,fr Ligue 1,20,1995,4,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
112,Mattia Aramu,it ITA,FW,Torino,it Serie A,21,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,27,1989,26,22,1815,20.2,2,2,4,1,1,2,8,2,0.10,0.10,0.20,0.05,0.15,Matches,2016-2017,,,,,,,,,,,,
114,Sergio Araujo,ar ARG,FW,Las Palmas,es La Liga,24,1992,11,5,533,5.9,2,1,3,2,0,0,2,0,0.34,0.17,0.51,0.34,0.51,Matches,2016-2017,,,,,,,,,,,,
115,Álvaro Arbeloa,es ESP,DF,West Ham,eng Premier League,33,1983,3,1,258,2.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
116,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,29,1987,22,17,1574,17.5,0,2,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,2016-2017,,,,,,,,,,,,
117,Markel Areitio,es ESP,GK,Eibar,es La Liga,19,1996,1,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
118,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,23,1993,15,14,1297,14.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
119,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,27,1988,31,23,2102,23.4,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches,2016-2017,,,,,,,,,,,,
120,Fernando Aristeguieta,ve VEN,FW,Nantes,fr Ligue 1,24,1992,5,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
121,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,35,1980,1,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
122,Pablo Armero,co COL,DF,Udinese,it Serie A,29,1986,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
123,Marko Arnautović,at AUT,"MF,FW",Stoke City,eng Premier League,27,1989,32,32,2714,30.2,6,5,11,6,0,1,9,1,0.20,0.17,0.36,0.20,0.36,Matches,2016-2017,,,,,,,,,,,,
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,22,1994,32,28,2423,26.9,2,3,5,2,0,0,9,0,0.07,0.11,0.19,0.07,0.19,Matches,2016-2017,,,,,,,,,,,,
125,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,27,1989,23,20,1910,21.2,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
126,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,21,1994,23,23,2015,22.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
127,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,26,1989,35,33,2957,32.9,1,3,4,1,0,1,12,2,0.03,0.09,0.12,0.03,0.12,Matches,2016-2017,,,,,,,,,,,,
128,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,30,1986,11,8,835,9.3,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
129,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,27,1988,18,16,1472,16.4,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,27,1989,24,24,2104,23.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
131,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,20,1996,23,11,1082,12.0,3,2,5,3,0,0,0,0,0.25,0.17,0.42,0.25,0.42,Matches,2016-2017,,,,,,,,,,,,
132,Joel Asoro,se SWE,FW,Sunderland,eng Premier League,17,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
133,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,28,1987,32,25,2315,25.7,19,3,22,13,6,6,9,1,0.74,0.12,0.86,0.51,0.62,Matches,2016-2017,,,,,,,,,,,,
134,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,32,1984,18,16,1479,16.4,0,1,1,0,0,0,1,3,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
135,Davide Astori,it ITA,DF,Fiorentina,it Serie A,29,1987,33,33,2967,33.0,2,0,2,2,0,0,12,2,0.06,0.00,0.06,0.06,0.06,Matches,2016-2017,,,,,,,,,,,,
136,Barış Atik,de GER,"FW,MF",Hoffenheim,de Bundesliga,21,1995,3,0,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
137,Omer Atzili,il ISR,MF,Granada,es La Liga,23,1993,9,3,317,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
138,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,27,1989,32,31,2779,30.9,31,3,34,29,2,4,3,0,1.00,0.10,1.10,0.94,1.04,Matches,2016-2017,,,,,,,,,,,,
139,Emil Audero,it ITA,GK,Juventus,it Serie A,19,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
140,Jean-Kévin Augustin,fr FRA,FW,Paris S-G,fr Ligue 1,19,1997,10,1,196,2.2,1,2,3,1,0,0,0,0,0.46,0.92,1.38,0.46,1.38,Matches,2016-2017,,,,,,,,,,,,
141,Serge Aurier,ci CIV,DF,Paris S-G,fr Ligue 1,23,1992,22,21,1829,20.3,0,3,3,0,0,0,4,2,0.00,0.15,0.15,0.00,0.15,Matches,2016-2017,,,,,,,,,,,,
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,27,1989,15,11,934,10.4,6,1,7,4,2,2,1,0,0.58,0.10,0.67,0.39,0.48,Matches,2016-2017,,,,,,,,,,,,
143,Donis Avdijaj,xk KVX,MF,Schalke 04,de Bundesliga,19,1996,9,2,298,3.3,2,0,2,2,0,0,1,0,0.60,0.00,0.60,0.60,0.60,Matches,2016-2017,,,,,,,,,,,,
144,Danilo Avelar,br BRA,DF,Torino,it Serie A,27,1989,3,3,262,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
145,Daniel Ayala,es ESP,DF,Middlesbrough,eng Premier League,25,1990,14,11,918,10.2,1,0,1,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,2016-2017,,,,,,,,,,,,
146,André Ayew,gh GHA,"MF,FW",West Ham,eng Premier League,26,1989,25,16,1438,16.0,6,3,9,6,0,0,1,0,0.38,0.19,0.56,0.38,0.56,Matches,2016-2017,,,,,,,,,,,,
147,Jordan Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,24,1991,14,9,866,9.6,1,2,3,1,0,0,1,0,0.10,0.21,0.31,0.10,0.31,Matches,2016-2017,,,,,,,,,,,,
148,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,26,1989,38,38,3420,38.0,1,4,5,1,0,0,4,0,0.03,0.11,0.13,0.03,0.13,Matches,2016-2017,,,,,,,,,,,,
149,Florian Baak,de GER,DF,Hertha BSC,de Bundesliga,17,1999,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
150,Ludovic Baal,gf GUF,"DF,MF",Rennes,fr Ligue 1,30,1986,33,33,2880,32.0,0,4,4,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12,Matches,2016-2017,,,,,,,,,,,,
151,Mame Baba Thiam,sn SEN,FW,Empoli,it Serie A,23,1992,15,9,876,9.7,1,1,2,1,0,0,1,0,0.10,0.10,0.21,0.10,0.21,Matches,2016-2017,,,,,,,,,,,,
152,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,23,1993,22,13,1326,14.7,10,1,11,9,1,1,0,0,0.68,0.07,0.75,0.61,0.68,Matches,2016-2017,,,,,,,,,,,,
153,Ryan Babel,nl NED,"MF,FW",La Coruña,es La Liga,29,1986,11,5,562,6.2,4,1,5,4,0,1,3,0,0.64,0.16,0.80,0.64,0.80,Matches,2016-2017,,,,,,,,,,,,
154,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,es La Liga,29,1986,22,20,1713,19.0,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,2016-2017,,,,,,,,,,,,
155,Carlos Bacca,co COL,FW,Milan,it Serie A,29,1986,32,26,2112,23.5,13,3,16,9,4,6,3,0,0.55,0.13,0.68,0.38,0.51,Matches,2016-2017,,,,,,,,,,,,
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,27,1989,33,29,2508,27.9,2,2,4,2,0,0,9,0,0.07,0.07,0.14,0.07,0.14,Matches,2016-2017,,,,,,,,,,,,
157,Loic Badiashile,fr FRA,GK,Monaco,fr Ligue 1,18,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
158,Tobias Badila,cg CGO,DF,Nancy,fr Ligue 1,23,1993,26,24,2252,25.0,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches,2016-2017,,,,,,,,,,,,
159,Holger Badstuber,de GER,DF,Bayern Munich,de Bundesliga,27,1989,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
160,Holger Badstuber,de GER,DF,Schalke 04,de Bundesliga,27,1989,10,10,862,9.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
161,Dylan Bahamboula,cg CGO,FW,Dijon,fr Ligue 1,21,1995,11,4,526,5.8,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches,2016-2017,,,,,,,,,,,,
162,Jean-Christophe Bahebeck,fr FRA,FW,Pescara,it Serie A,23,1993,15,11,815,9.1,4,1,5,4,0,0,0,0,0.44,0.11,0.55,0.44,0.55,Matches,2016-2017,,,,,,,,,,,,
163,Farès Bahlouli,fr FRA,MF,Lille,fr Ligue 1,21,1995,3,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
164,Nabil Bahoui,se SWE,MF,Hamburger SV,de Bundesliga,25,1991,1,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
165,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,32,1984,27,27,2393,26.6,1,3,4,1,0,0,5,0,0.04,0.11,0.15,0.04,0.15,Matches,2016-2017,,,,,,,,,,,,
166,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,18,1997,8,0,140,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
167,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,22,1994,25,24,2058,22.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
168,Leighton Baines,eng ENG,"DF,MF",Everton,eng Premier League,31,1984,32,32,2819,31.3,2,3,5,0,2,3,4,0,0.06,0.10,0.16,0.00,0.10,Matches,2016-2017,,,,,,,,,,,,
169,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,25,1991,26,17,1567,17.4,11,1,12,11,0,0,5,0,0.63,0.06,0.69,0.63,0.69,Matches,2016-2017,,,,,,,,,,,,
170,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,21,1994,32,25,2223,24.7,2,1,3,2,0,0,2,1,0.08,0.04,0.12,0.08,0.12,Matches,2016-2017,,,,,,,,,,,,
171,Zakaria Bakkali,be BEL,FW,Valencia,es La Liga,20,1996,18,1,288,3.2,1,0,1,1,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,2016-2017,,,,,,,,,,,,
172,Keita Baldé,sn SEN,FW,Lazio,it Serie A,21,1995,31,21,1926,21.4,16,4,20,14,2,2,5,2,0.75,0.19,0.93,0.65,0.84,Matches,2016-2017,,,,,,,,,,,,
173,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,27,1989,19,17,1418,15.8,7,2,9,7,0,0,3,1,0.44,0.13,0.57,0.44,0.57,Matches,2016-2017,,,,,,,,,,,,
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,28,1988,33,33,2847,31.6,1,1,2,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,Matches,2016-2017,,,,,,,,,,,,
175,Andrija Balić,hr CRO,"MF,FW",Udinese,it Serie A,18,1997,4,3,239,2.7,1,0,1,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,Matches,2016-2017,,,,,,,,,,,,
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,24,1992,27,26,2331,25.9,0,4,4,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches,2016-2017,,,,,,,,,,,,
177,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,36,1980,23,20,1714,19.0,0,2,2,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches,2016-2017,,,,,,,,,,,,
178,Norbert Balogh,hu HUN,"MF,FW",Palermo,it Serie A,20,1996,16,6,532,5.9,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,28,1988,17,13,1023,11.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,25,1990,23,20,1741,19.3,15,1,16,12,3,4,6,4,0.78,0.05,0.83,0.62,0.67,Matches,2016-2017,,,,,,,,,,,,
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,26,1990,8,7,593,6.6,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,2016-2017,,,,,,,,,,,,
182,Jonathan Bamba,fr FRA,FW,Angers,fr Ligue 1,20,1996,16,9,833,9.3,3,2,5,3,0,0,0,0,0.32,0.22,0.54,0.32,0.54,Matches,2016-2017,,,,,,,,,,,,
183,Patrick Bamford,eng ENG,FW,Middlesbrough,eng Premier League,22,1993,8,2,287,3.2,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches,2016-2017,,,,,,,,,,,,
184,Patrick Bamford,eng ENG,"FW,MF",Burnley,eng Premier League,22,1993,6,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
185,Yacine Bammou,ma MAR,"FW,MF",Nantes,fr Ligue 1,24,1991,32,18,1778,19.8,4,3,7,4,0,0,7,0,0.20,0.15,0.35,0.20,0.35,Matches,2016-2017,,,,,,,,,,,,
186,Éver Banega,ar ARG,MF,Inter,it Serie A,28,1988,28,20,1555,17.3,6,6,12,6,0,0,3,2,0.35,0.35,0.69,0.35,0.69,Matches,2016-2017,,,,,,,,,,,,
187,Patrick Banggaard,dk DEN,DF,Darmstadt 98,de Bundesliga,22,1994,9,9,810,9.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
188,Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,23,1992,21,16,1424,15.8,6,5,11,6,0,0,1,0,0.38,0.32,0.70,0.38,0.70,Matches,2016-2017,,,,,,,,,,,,
189,Federico Barba,it ITA,DF,Empoli,it Serie A,22,1993,11,9,812,9.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
190,Andrea Barberis,it ITA,MF,Crotone,it Serie A,22,1993,26,23,2059,22.9,0,3,3,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,2016-2017,,,,,,,,,,,,
191,Gabriel Barbosa,br BRA,"FW,MF",Inter,it Serie A,19,1996,9,0,120,1.3,1,0,1,1,0,0,3,0,0.75,0.00,0.75,0.75,0.75,Matches,2016-2017,,,,,,,,,,,,
192,Phil Bardsley,sct SCO,DF,Stoke City,eng Premier League,31,1985,15,14,1168,13.0,0,0,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
193,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,19,1997,28,22,1908,21.2,0,1,1,0,0,0,10,2,0.00,0.05,0.05,0.00,0.05,Matches,2016-2017,,,,,,,,,,,,
194,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,27,1989,11,4,455,5.1,1,1,2,1,0,0,3,0,0.20,0.20,0.40,0.20,0.40,Matches,2016-2017,,,,,,,,,,,,
195,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,19,1997,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
196,Ross Barkley,eng ENG,"MF,FW",Everton,eng Premier League,22,1993,36,32,2899,32.2,5,8,13,5,0,0,5,0,0.16,0.25,0.40,0.16,0.40,Matches,2016-2017,,,,,,,,,,,,
197,Aymen Barkok,ma MAR,MF,Eint Frankfurt,de Bundesliga,18,1998,18,6,659,7.3,2,2,4,2,0,0,1,0,0.27,0.27,0.55,0.27,0.55,Matches,2016-2017,,,,,,,,,,,,
198,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,26,1989,28,20,1773,19.7,6,2,8,4,2,2,7,2,0.30,0.10,0.41,0.20,0.30,Matches,2016-2017,,,,,,,,,,,,
199,Antonio Barragán,es ESP,DF,Middlesbrough,eng Premier League,29,1987,26,26,2193,24.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
200,David Barral,es ESP,FW,Granada,es La Liga,33,1983,8,2,316,3.5,0,1,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches,2016-2017,,,,,,,,,,,,
201,Antonio Barreca,it ITA,DF,Torino,it Serie A,21,1995,28,25,2362,26.2,0,2,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,2016-2017,,,,,,,,,,,,
202,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,32,1984,32,32,2679,29.8,2,0,2,2,0,0,4,1,0.07,0.00,0.07,0.07,0.07,Matches,2016-2017,,,,,,,,,,,,
203,Diego Barrios,es ESP,GK,Leganés,es La Liga,22,1994,1,0,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
204,Modou Barrow,gm GAM,"MF,FW",Swansea City,eng Premier League,23,1992,18,12,1145,12.7,0,2,2,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,2016-2017,,,,,,,,,,,,
205,Gareth Barry,eng ENG,MF,Everton,eng Premier League,35,1981,33,23,2108,23.4,2,1,3,2,0,0,10,0,0.09,0.04,0.13,0.09,0.13,Matches,2016-2017,,,,,,,,,,,,
206,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,29,1987,31,23,2219,24.7,8,6,14,8,0,0,4,0,0.32,0.24,0.57,0.32,0.57,Matches,2016-2017,,,,,,,,,,,,
207,Maxime Barthelmé,fr FRA,"FW,MF",Lorient,fr Ligue 1,27,1988,9,3,327,3.6,0,1,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches,2016-2017,,,,,,,,,,,,
208,Joey Barton,eng ENG,MF,Burnley,eng Premier League,33,1982,14,12,1105,12.3,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,2016-2017,,,,,,,,,,,,
209,Marc Bartra,es ESP,DF,Dortmund,de Bundesliga,25,1991,19,18,1560,17.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
210,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,35,1981,23,17,1532,17.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
211,Marko Baša,me MNE,DF,Lille,fr Ligue 1,33,1982,23,23,1949,21.7,1,0,1,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,Matches,2016-2017,,,,,,,,,,,,
212,Daniele Baselli,it ITA,MF,Torino,it Serie A,24,1992,37,28,2288,25.4,6,5,11,6,0,0,6,0,0.24,0.20,0.43,0.24,0.43,Matches,2016-2017,,,,,,,,,,,,
213,Nicolas Basin,fr FRA,DF,Metz,fr Ligue 1,18,1998,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
214,Amine Bassi,fr FRA,MF,Nancy,fr Ligue 1,18,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
215,Dušan Basta,rs SRB,"DF,MF",Lazio,it Serie A,31,1984,27,24,2120,23.6,1,2,3,1,0,0,2,0,0.04,0.08,0.13,0.04,0.13,Matches,2016-2017,,,,,,,,,,,,
216,Samuel Bastien,cd COD,"MF,FW",Chievo,it Serie A,19,1996,12,8,799,8.9,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,2016-2017,,,,,,,,,,,,
217,Borja Bastón,es ESP,FW,Swansea City,eng Premier League,23,1992,18,4,561,6.2,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches,2016-2017,,,,,,,,,,,,
218,Alessandro Bastoni,it ITA,DF,Atalanta,it Serie A,17,1999,3,1,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
219,Bastos,ao ANG,"DF,MF",Lazio,it Serie A,25,1991,11,10,774,8.6,0,0,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,22,1993,20,1,254,2.8,5,1,6,5,0,0,0,0,1.77,0.35,2.13,1.77,2.13,Matches,2016-2017,,,,,,,,,,,,
221,Robert Bauer,de GER,"DF,MF",Werder Bremen,de Bundesliga,21,1995,27,25,2122,23.6,1,3,4,1,0,0,5,0,0.04,0.13,0.17,0.04,0.17,Matches,2016-2017,,,,,,,,,,,,
222,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,26,1990,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
223,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,28,1988,22,19,1561,17.3,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
224,Éric Bauthéac,fr FRA,"MF,FW",Lille,fr Ligue 1,28,1987,13,9,725,8.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
225,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,21,1995,12,2,312,3.5,3,0,3,3,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,2016-2017,,,,,,,,,,,,
226,Paul Baysse,fr FRA,DF,Nice,fr Ligue 1,28,1988,22,20,1858,20.6,2,1,3,2,0,0,1,0,0.10,0.05,0.15,0.10,0.15,Matches,2016-2017,,,,,,,,,,,,
